IQ,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Prev_Sem_Result_%
57,4,No,5,7,4,Not Placed,98.8
108,2,Yes,4,6,3,Not Placed,99.3
130,1,Yes,9,5,3,Placed,96.8
102,8,No,6,2,4,Not Placed,74.8
78,7,No,3,3,1,Not Placed,62.3
90,10,No,0,9,0,Not Placed,79.1
93,2,No,8,7,0,Not Placed,71
84,8,No,6,10,3,Not Placed,60.3
112,10,No,8,2,5,Not Placed,71.2
112,3,No,10,1,0,Not Placed,83.2
82,7,Yes,8,1,0,Not Placed,53.5
110,1,No,6,1,5,Not Placed,66.7
122,3,No,1,6,0,Not Placed,50.9
128,9,No,10,5,3,Placed,87.5
142,4,No,1,7,2,Placed,82
86,1,Yes,3,5,3,Not Placed,53.1
142,6,No,8,9,3,Placed,98.2
94,1,No,6,1,5,Not Placed,51.1
91,10,Yes,8,9,1,Not Placed,79.5
104,1,No,3,4,1,Not Placed,88.8
91,2,No,8,10,3,Placed,89.4
105,3,Yes,6,7,4,Not Placed,51.7
80,2,No,7,2,4,Not Placed,95.3
96,8,No,0,3,1,Not Placed,95.9
119,6,Yes,8,4,5,Not Placed,78.1
99,1,No,7,5,1,Not Placed,74.1
102,6,Yes,0,2,2,Not Placed,52.2
107,1,No,7,7,1,Not Placed,78.1
117,9,Yes,4,6,5,Not Placed,70.5
75,3,Yes,2,9,0,Not Placed,88.6
108,1,No,7,7,3,Not Placed,70.2
95,1,No,10,10,3,Placed,84.2
102,2,No,10,10,5,Not Placed,55.1
115,6,Yes,2,2,3,Not Placed,56.6
82,1,No,7,3,5,Not Placed,57
84,7,Yes,4,3,2,Not Placed,52.3
70,4,No,7,8,2,Not Placed,77.1
91,7,Yes,2,8,0,Not Placed,89.7
119,4,Yes,9,3,3,Not Placed,80.5
98,4,No,5,8,0,Not Placed,78.7
79,4,Yes,5,5,1,Not Placed,84
92,10,No,3,4,3,Not Placed,67
77,10,Yes,4,4,0,Not Placed,68.1
83,8,Yes,6,4,2,Not Placed,65.7
105,2,Yes,0,1,5,Not Placed,85.6
82,8,No,7,7,2,Not Placed,58.1
116,10,No,10,10,2,Placed,50.7
98,1,No,2,10,5,Not Placed,79.8
101,7,No,6,4,0,Not Placed,97.1
95,7,No,8,2,0,Not Placed,80.5
111,6,Yes,1,1,0,Not Placed,89.1
111,4,Yes,9,3,4,Not Placed,83.6
105,5,No,9,1,3,Not Placed,74.9
108,1,No,6,5,4,Not Placed,85.9
96,2,Yes,0,6,4,Not Placed,91.2
108,10,No,4,6,5,Not Placed,61.2
94,7,No,10,6,1,Not Placed,66.8
100,2,Yes,6,7,1,Not Placed,61.2
95,8,Yes,4,1,2,Not Placed,72.6
93,7,No,4,4,5,Not Placed,94.3
89,10,Yes,5,10,4,Not Placed,67.3
107,8,No,9,10,1,Not Placed,68.7
119,4,No,9,9,4,Placed,93
117,1,Yes,10,10,3,Placed,75.8
81,7,Yes,10,2,4,Not Placed,76.8
119,1,No,5,8,2,Placed,93
95,7,Yes,9,7,0,Not Placed,74.5
109,9,No,1,7,2,Not Placed,84.1
86,5,No,9,3,4,Not Placed,54.3
102,2,Yes,10,2,5,Not Placed,58.9
104,1,Yes,9,2,4,Not Placed,70.2
77,8,No,8,3,0,Not Placed,74.7
109,4,No,2,3,2,Not Placed,98.3
120,8,No,0,10,2,Placed,98.5
97,2,Yes,10,2,4,Not Placed,92.6
120,3,No,0,7,3,Not Placed,65.8
97,3,No,8,2,5,Not Placed,98.2
112,4,No,5,6,5,Placed,84.5
66,9,Yes,6,5,1,Not Placed,69.6
136,9,No,1,7,4,Placed,85.1
122,5,Yes,10,7,4,Not Placed,50.8
95,7,No,0,8,5,Not Placed,57.3
70,9,No,1,4,1,Not Placed,91.5
104,1,No,2,10,0,Not Placed,82.3
78,2,No,2,5,4,Not Placed,68.2
106,6,No,7,10,3,Not Placed,75
106,3,No,3,4,0,Not Placed,95.3
85,7,Yes,0,7,0,Not Placed,81.6
116,5,Yes,1,3,0,Not Placed,69.9
112,10,No,8,10,4,Placed,56
114,8,No,1,2,5,Not Placed,64.7
100,1,Yes,8,4,0,Not Placed,98.9
78,9,No,4,5,2,Not Placed,71.9
114,10,Yes,3,1,4,Not Placed,73.6
95,6,No,3,3,4,Not Placed,74.9
79,5,No,2,8,1,Not Placed,94.2
120,8,No,1,5,5,Placed,80.2
131,4,Yes,7,1,0,Not Placed,84.7
99,9,No,5,4,4,Not Placed,69.5
132,5,Yes,8,8,5,Placed,51.5
101,1,Yes,1,8,3,Placed,96.5
94,8,Yes,0,2,3,Not Placed,97.5
90,9,No,7,9,5,Placed,97.5
124,5,No,7,10,4,Placed,97.2
88,5,Yes,4,1,4,Not Placed,90.8
111,6,No,1,10,3,Placed,84.2
91,9,Yes,9,8,3,Placed,92.2
93,5,Yes,4,8,2,Placed,80
115,2,No,7,6,3,Not Placed,56.7
94,3,No,3,1,2,Not Placed,69.6
93,10,Yes,1,9,4,Placed,98.6
116,3,Yes,2,10,0,Not Placed,67.6
123,9,No,2,3,5,Placed,93.4
109,8,No,8,1,5,Not Placed,54.7
90,6,Yes,2,7,5,Not Placed,66.7
92,5,Yes,0,10,0,Not Placed,67.5
101,10,Yes,6,5,1,Not Placed,52.6
104,2,No,0,2,5,Not Placed,56
85,9,Yes,5,1,2,Not Placed,59.7
110,10,Yes,9,6,3,Not Placed,91.9
101,8,Yes,3,1,2,Not Placed,53.2
74,5,Yes,6,6,1,Not Placed,64.9
86,6,No,6,1,1,Not Placed,50.5
92,9,Yes,6,7,2,Not Placed,84.8
98,1,Yes,5,7,3,Not Placed,81
128,4,Yes,6,10,4,Placed,82.2
103,5,No,7,4,4,Not Placed,68.7
87,9,No,2,7,4,Not Placed,60.4
103,5,No,4,8,5,Placed,86
94,5,Yes,9,8,1,Not Placed,90.6
104,3,No,10,3,5,Not Placed,56.9
108,8,Yes,8,8,2,Not Placed,74.3
118,7,Yes,7,3,1,Not Placed,62.4
99,8,No,5,5,3,Not Placed,58.4
124,4,No,8,1,5,Placed,86.7
113,8,No,9,7,0,Not Placed,76.9
89,10,No,4,10,1,Not Placed,60.8
133,4,No,1,8,3,Placed,65.5
104,1,No,8,4,3,Not Placed,98.3
87,4,Yes,4,7,3,Not Placed,92.4
124,5,No,7,7,0,Not Placed,94
131,10,No,7,6,4,Not Placed,73
99,8,Yes,3,5,2,Not Placed,81.2
92,10,Yes,3,10,1,Not Placed,68.8
97,6,No,0,4,0,Not Placed,53.9
110,10,Yes,4,5,3,Not Placed,70.1
119,5,Yes,8,7,0,Not Placed,79.7
108,3,No,4,8,1,Not Placed,64.4
101,4,No,4,4,2,Not Placed,92.4
122,6,Yes,5,5,1,Not Placed,57.6
95,6,Yes,5,6,5,Not Placed,68.4
115,6,No,7,9,0,Not Placed,56.2
95,2,Yes,0,10,5,Not Placed,70.2
106,8,No,4,6,3,Not Placed,52
98,8,Yes,8,7,5,Not Placed,63.6
99,6,Yes,2,8,3,Not Placed,70
94,4,No,10,3,4,Not Placed,73.9
120,2,No,6,5,4,Not Placed,77.2
89,6,No,6,4,2,Not Placed,63.7
88,6,No,9,1,2,Not Placed,76.2
131,10,Yes,2,4,5,Not Placed,75.5
114,3,No,6,2,5,Not Placed,65.8
64,2,Yes,2,4,4,Not Placed,91.5
91,4,Yes,5,2,4,Not Placed,77.3
72,8,Yes,7,4,1,Not Placed,66.6
85,5,No,7,4,1,Not Placed,97.4
52,3,No,5,3,5,Not Placed,92.3
97,5,Yes,1,5,3,Not Placed,99.1
82,9,Yes,0,9,5,Placed,84.6
100,8,No,2,1,3,Not Placed,68.9
75,10,No,2,7,4,Not Placed,64
101,7,No,6,10,1,Not Placed,83.2
93,4,No,3,1,4,Not Placed,99
122,2,Yes,1,10,4,Placed,81.3
121,9,Yes,1,1,2,Placed,94.1
111,3,Yes,6,2,4,Not Placed,66.5
95,6,Yes,7,10,3,Not Placed,70.3
129,7,Yes,10,6,2,Placed,95.3
76,3,No,4,9,1,Not Placed,87.8
78,3,No,1,3,3,Not Placed,99.1
98,3,No,2,5,0,Not Placed,88.7
133,3,No,0,8,1,Not Placed,72.4
96,3,Yes,9,10,5,Not Placed,76.6
97,7,Yes,3,6,0,Not Placed,95
78,5,No,6,3,3,Not Placed,77.6
114,4,Yes,9,2,1,Not Placed,62.8
114,6,Yes,8,3,0,Not Placed,71.8
111,8,Yes,2,6,0,Not Placed,75.8
90,2,Yes,3,5,1,Not Placed,54.8
89,3,Yes,5,8,4,Placed,87.2
80,2,No,0,10,3,Not Placed,55.5
101,7,No,4,2,3,Not Placed,70.2
83,2,Yes,9,2,2,Not Placed,90.2
82,5,No,4,4,1,Not Placed,73.4
93,10,Yes,9,9,3,Placed,92.1
92,9,Yes,8,5,0,Not Placed,67.1
91,8,Yes,8,7,1,Not Placed,97.9
106,8,Yes,0,7,5,Not Placed,60.5
101,3,Yes,2,6,0,Not Placed,51.9
95,1,No,3,6,1,Not Placed,93.6
102,2,Yes,0,9,0,Not Placed,87.6
85,7,Yes,8,4,0,Not Placed,61.6
101,4,No,1,2,1,Not Placed,99.2
102,10,No,4,7,2,Not Placed,75.1
77,5,No,2,6,0,Not Placed,97.6
114,1,Yes,3,4,1,Not Placed,75.3
86,2,Yes,3,1,4,Not Placed,73.6
101,9,Yes,10,4,5,Not Placed,72.5
117,6,No,1,6,4,Not Placed,66.7
113,7,Yes,10,3,5,Not Placed,76.7
100,5,Yes,1,1,2,Not Placed,72.6
94,9,No,7,2,1,Not Placed,51.8
114,10,No,1,6,5,Not Placed,63
110,5,No,9,1,2,Not Placed,60.7
90,6,No,6,6,5,Not Placed,93.4
88,10,No,0,1,0,Not Placed,79.9
68,9,Yes,0,1,5,Not Placed,88.2
102,5,No,9,6,5,Not Placed,97.8
98,4,No,2,1,4,Not Placed,82.2
117,5,Yes,2,9,2,Placed,99.1
105,5,Yes,10,2,0,Not Placed,65.6
120,5,Yes,8,9,4,Placed,59.3
89,1,Yes,1,5,2,Not Placed,70.2
117,5,No,3,5,0,Not Placed,73.5
92,5,No,2,10,5,Placed,94.8
111,1,No,6,8,3,Placed,78
78,4,Yes,5,1,4,Not Placed,64.6
103,8,No,8,9,0,Not Placed,87.1
70,4,Yes,7,1,3,Not Placed,75.3
95,7,No,1,5,2,Not Placed,58.1
106,6,No,2,8,3,Placed,78.8
92,5,Yes,0,1,5,Not Placed,95.6
84,9,No,7,5,4,Not Placed,92.1
112,8,Yes,1,3,1,Not Placed,79.3
98,5,No,3,8,2,Not Placed,68.9
92,10,Yes,1,3,3,Not Placed,54.3
100,7,Yes,1,8,0,Not Placed,73.5
139,9,No,2,2,1,Not Placed,87.6
117,7,Yes,9,10,1,Not Placed,68
117,3,No,4,3,2,Not Placed,61.8
106,10,No,7,1,3,Not Placed,96.6
102,5,No,9,1,4,Not Placed,91.1
64,9,No,1,4,3,Not Placed,81.9
89,9,Yes,4,5,3,Not Placed,56.8
92,8,Yes,10,3,2,Not Placed,57.2
71,6,No,3,2,2,Not Placed,55.2
82,7,Yes,2,1,0,Not Placed,80.8
70,7,Yes,9,3,4,Not Placed,55.8
99,1,No,5,1,2,Not Placed,92.1
112,8,No,8,10,0,Placed,99.6
116,6,No,7,10,5,Placed,68.3
106,7,Yes,1,6,1,Not Placed,72.7
85,10,No,0,3,0,Not Placed,85.6
71,10,No,7,4,4,Not Placed,96.9
73,2,No,4,8,0,Not Placed,94.7
80,7,No,1,10,5,Not Placed,52.9
86,8,Yes,9,5,0,Not Placed,58.5
97,5,No,0,5,2,Not Placed,87.7
84,1,No,10,8,4,Placed,84.4
105,6,Yes,7,10,0,Not Placed,56.7
96,3,No,7,10,3,Not Placed,75.1
100,5,No,5,10,0,Not Placed,89
117,9,No,4,4,1,Not Placed,60.9
82,7,No,4,8,1,Not Placed,93.6
106,8,No,5,10,0,Not Placed,52.6
99,6,No,4,5,5,Not Placed,89.1
94,9,No,1,6,0,Not Placed,80.8
113,3,No,6,1,3,Not Placed,65.8
113,1,No,3,9,0,Placed,86
85,10,No,6,4,2,Not Placed,89.1
97,4,No,0,1,4,Not Placed,96.7
104,8,No,5,7,5,Not Placed,68.4
95,6,No,1,10,3,Placed,84.3
108,7,No,2,4,0,Not Placed,80.1
104,9,Yes,2,5,5,Not Placed,76.3
127,2,Yes,9,7,2,Placed,94.5
77,7,No,0,7,5,Not Placed,50.2
98,4,No,4,9,0,Not Placed,64.1
86,7,No,7,9,3,Placed,76.9
109,8,No,7,7,3,Not Placed,58.9
75,2,No,9,10,1,Not Placed,95.4
105,7,No,10,9,1,Not Placed,82.4
90,8,No,6,5,0,Not Placed,73.9
88,1,Yes,6,2,4,Not Placed,90.7
78,10,Yes,7,9,2,Not Placed,72.5
93,5,Yes,7,6,1,Not Placed,77.9
116,9,No,4,6,1,Not Placed,50.1
99,2,Yes,6,9,4,Not Placed,68.3
109,6,No,1,1,5,Not Placed,56.9
124,2,No,3,2,3,Placed,84.5
103,3,Yes,5,3,0,Not Placed,74
91,6,Yes,10,1,0,Not Placed,65.1
107,5,Yes,9,4,2,Not Placed,73.4
91,4,Yes,2,2,4,Not Placed,60.5
92,7,Yes,1,3,5,Not Placed,96.3
77,3,No,0,8,4,Not Placed,52.7
113,10,No,3,4,4,Placed,93.3
94,7,No,1,9,3,Not Placed,75.6
102,9,Yes,2,6,4,Not Placed,80.9
84,2,No,9,1,3,Not Placed,65.1
106,5,Yes,10,6,0,Not Placed,98.3
88,1,Yes,10,7,3,Not Placed,64.1
97,7,No,10,4,0,Not Placed,79.4
113,2,No,5,8,2,Placed,99.7
111,5,Yes,9,10,4,Placed,94.1
99,1,No,2,3,2,Not Placed,76.8
73,1,Yes,2,7,4,Not Placed,99.5
144,4,Yes,3,7,5,Placed,85.1
126,7,No,2,4,2,Not Placed,60.4
110,7,Yes,5,1,1,Not Placed,70.3
88,8,No,8,10,1,Not Placed,66.7
98,9,No,7,10,3,Not Placed,67.2
91,4,Yes,1,6,5,Not Placed,88
118,2,No,2,10,2,Placed,79.2
103,10,No,7,7,4,Not Placed,51.9
88,10,No,2,3,0,Not Placed,93.9
92,3,Yes,4,5,3,Not Placed,64.8
116,9,Yes,10,8,5,Placed,99.9
124,8,Yes,8,7,3,Placed,97.7
122,6,No,1,2,5,Placed,97
111,3,Yes,8,4,1,Not Placed,90.6
96,10,Yes,9,7,5,Not Placed,61
51,8,No,4,9,2,Not Placed,76.6
104,2,No,8,7,2,Not Placed,61.2
99,4,No,3,8,5,Not Placed,63
102,4,Yes,7,10,3,Not Placed,80.5
100,9,No,7,9,1,Not Placed,52
80,8,Yes,2,1,0,Not Placed,98.5
108,7,Yes,4,3,1,Not Placed,95.9
109,4,Yes,9,6,2,Not Placed,69
110,7,No,0,8,0,Not Placed,75.8
114,1,Yes,5,7,3,Not Placed,73.3
109,8,No,8,6,0,Not Placed,94.1
93,8,No,0,4,3,Not Placed,84.4
98,9,No,1,8,1,Not Placed,63.9
101,9,No,6,10,0,Not Placed,72.3
101,1,Yes,5,4,4,Not Placed,71.4
114,10,No,9,6,2,Placed,98
109,7,Yes,10,3,3,Not Placed,58.8
131,1,No,2,7,0,Not Placed,54.5
133,6,Yes,1,6,0,Not Placed,94
101,5,No,6,7,5,Not Placed,94.8
42,2,Yes,9,5,4,Not Placed,93.6
118,3,Yes,9,5,5,Not Placed,75.5
91,8,Yes,4,2,5,Not Placed,83
87,2,Yes,5,6,5,Not Placed,78.2
94,4,No,8,1,1,Not Placed,53.5
93,3,No,6,7,4,Not Placed,79.8
109,7,No,3,3,0,Not Placed,50.7
76,8,Yes,10,2,2,Not Placed,66.2
83,4,Yes,8,7,0,Not Placed,96.6
105,6,No,2,9,0,Not Placed,65.2
109,3,No,3,1,0,Not Placed,97
109,7,No,9,6,5,Not Placed,62.5
88,8,No,2,8,4,Not Placed,65.7
85,7,Yes,9,2,4,Not Placed,81.4
92,4,Yes,10,5,3,Not Placed,88.1
103,10,Yes,2,4,3,Not Placed,75.1
122,9,No,0,10,5,Placed,94.1
69,10,No,4,3,5,Not Placed,52
96,8,Yes,3,10,3,Placed,96.1
80,6,No,10,8,0,Not Placed,59.8
75,2,No,8,2,3,Not Placed,94.2
114,10,No,3,1,3,Not Placed,70
108,7,Yes,2,1,1,Not Placed,91.6
106,9,Yes,5,10,5,Placed,83.6
113,9,No,9,5,5,Not Placed,58.8
92,9,No,10,9,4,Placed,95.9
93,9,No,4,4,3,Not Placed,62.3
132,6,Yes,3,7,4,Not Placed,62.2
96,1,No,0,2,2,Not Placed,90.7
111,6,No,10,3,5,Not Placed,55.3
100,5,Yes,2,10,1,Not Placed,61.1
72,7,No,3,9,2,Not Placed,75.2
69,8,No,9,5,5,Not Placed,91.5
91,1,No,10,6,4,Not Placed,57.4
115,10,Yes,7,3,4,Not Placed,77.4
111,4,No,8,6,2,Placed,85.6
113,4,Yes,7,10,3,Placed,93
85,1,No,8,8,1,Not Placed,96.8
124,4,No,9,10,4,Placed,89.2
85,7,Yes,0,1,0,Not Placed,82.6
103,6,No,10,10,1,Not Placed,71.7
99,4,Yes,0,8,2,Not Placed,55.6
97,2,No,2,8,4,Placed,85.5
120,7,No,3,7,4,Placed,99.6
89,8,No,1,4,5,Not Placed,86.8
79,9,Yes,9,1,2,Not Placed,50.8
100,9,Yes,6,10,0,Not Placed,74.8
94,4,Yes,8,2,5,Not Placed,80.7
150,3,No,10,10,0,Placed,84.5
110,5,No,5,3,4,Not Placed,86
93,6,No,3,5,3,Not Placed,77.9
84,8,No,5,3,0,Not Placed,61.2
71,3,Yes,0,8,0,Not Placed,97.1
84,6,No,5,6,3,Not Placed,84.8
101,5,Yes,3,3,5,Not Placed,61.8
121,7,No,2,2,0,Not Placed,66.1
116,9,Yes,5,3,3,Placed,96.1
103,7,No,8,2,2,Not Placed,94.4
95,6,No,7,3,5,Not Placed,70.3
104,9,No,7,9,1,Not Placed,51.9
92,10,Yes,8,1,1,Not Placed,52.4
125,4,No,5,3,2,Not Placed,64.2
97,1,No,7,7,0,Not Placed,81.5
98,8,No,6,2,1,Not Placed,79.2
66,6,No,0,3,2,Not Placed,81.7
97,6,Yes,5,6,1,Not Placed,85.9
112,5,Yes,10,2,0,Not Placed,51
83,10,No,3,1,5,Not Placed,55.3
88,3,No,2,10,3,Not Placed,68
111,6,No,2,2,2,Not Placed,57.7
77,1,Yes,9,4,5,Not Placed,53.8
115,7,No,7,5,1,Not Placed,82
92,6,Yes,0,1,0,Not Placed,90.8
94,5,Yes,6,4,5,Not Placed,87.6
83,3,Yes,10,5,1,Not Placed,90.9
105,8,No,9,4,0,Not Placed,83.3
136,4,No,3,2,0,Not Placed,86.8
111,9,Yes,0,1,0,Not Placed,63.6
87,9,No,1,4,0,Not Placed,99.7
117,5,No,6,2,2,Not Placed,59.2
95,7,No,9,10,5,Not Placed,60.7
120,6,Yes,0,9,3,Placed,64.4
112,6,Yes,5,4,2,Placed,98.8
55,4,No,3,3,1,Not Placed,99.4
84,10,No,2,7,2,Not Placed,89.7
114,8,Yes,6,3,2,Not Placed,81.5
102,10,Yes,8,10,1,Not Placed,76
84,3,Yes,4,8,3,Placed,98.5
90,5,No,5,5,2,Not Placed,84.8
71,1,Yes,6,4,0,Not Placed,97.2
98,1,No,9,1,2,Not Placed,65.8
133,9,No,5,5,1,Not Placed,66.7
112,4,No,5,9,3,Placed,92.7
132,9,Yes,2,8,2,Placed,57.5
113,7,Yes,10,4,2,Placed,97.3
115,10,Yes,2,9,1,Not Placed,75.4
129,8,No,4,7,4,Placed,96.3
105,9,Yes,6,2,4,Not Placed,66.8
97,1,Yes,5,7,5,Not Placed,85.8
115,7,Yes,1,4,2,Not Placed,74.1
121,8,No,2,5,5,Not Placed,81.3
92,2,Yes,4,1,0,Not Placed,75.2
89,10,Yes,6,4,2,Not Placed,98.4
102,9,No,5,2,5,Not Placed,84.6
112,1,No,9,9,4,Placed,62.6
111,3,Yes,2,8,2,Placed,95.5
78,9,No,6,3,0,Not Placed,64.7
128,1,Yes,4,7,3,Not Placed,68.6
90,4,Yes,9,7,2,Not Placed,55.1
96,10,No,3,6,1,Not Placed,95
86,6,No,5,3,0,Not Placed,64.3
140,6,No,1,9,2,Placed,62.9
103,4,No,6,9,4,Placed,96
87,10,Yes,1,6,5,Not Placed,90.3
112,10,No,6,3,2,Not Placed,57.1
111,10,No,7,4,5,Placed,88.5
97,10,No,1,5,4,Not Placed,95.7
112,1,Yes,7,9,1,Not Placed,53.9
87,5,Yes,6,3,3,Not Placed,91.3
92,5,No,2,9,4,Not Placed,77.4
69,3,No,6,5,2,Not Placed,83.5
80,3,Yes,0,6,1,Not Placed,74.6
127,4,No,1,2,0,Not Placed,84.9
124,3,No,4,2,2,Not Placed,51.7
100,3,No,10,2,5,Not Placed,88.1
124,3,No,8,7,5,Not Placed,51.7
97,7,No,0,6,5,Not Placed,72.8
96,9,No,4,7,0,Not Placed,57.5
100,1,No,5,3,5,Not Placed,91.2
98,8,No,2,4,5,Not Placed,65.7
96,10,No,4,6,4,Not Placed,72.7
117,1,No,1,3,5,Not Placed,71.4
102,9,No,10,1,1,Not Placed,88.6
110,8,Yes,7,6,3,Not Placed,74.1
115,6,No,2,10,2,Placed,89.4
105,6,No,4,10,1,Not Placed,53.7
85,10,Yes,0,2,1,Not Placed,59.6
79,7,No,4,7,3,Not Placed,77.6
102,8,Yes,0,5,5,Not Placed,97.4
97,7,No,8,1,4,Not Placed,53.7
101,1,No,1,9,5,Not Placed,52.2
99,10,Yes,5,2,5,Not Placed,57.8
138,4,Yes,8,2,3,Placed,82.1
80,4,Yes,2,10,3,Not Placed,69.9
70,9,No,5,10,3,Placed,91.3
104,9,Yes,0,4,5,Not Placed,53.6
94,3,Yes,6,2,0,Not Placed,59.8
104,9,Yes,1,10,5,Not Placed,65
108,5,No,4,6,2,Not Placed,81.3
119,6,No,4,5,3,Placed,84.3
77,7,Yes,0,10,2,Not Placed,56.2
91,3,No,10,10,5,Placed,97.2
106,4,Yes,6,3,5,Not Placed,67.1
111,5,Yes,3,2,3,Placed,85.7
132,1,Yes,3,6,4,Not Placed,76.2
114,8,No,6,2,4,Not Placed,61.1
99,7,No,9,4,3,Not Placed,92.3
86,2,No,0,5,1,Not Placed,90.9
91,7,No,5,8,2,Not Placed,69.8
91,9,No,0,1,4,Not Placed,79.4
109,5,Yes,5,7,0,Not Placed,62.9
103,6,No,9,6,1,Not Placed,84.5
80,5,Yes,1,3,4,Not Placed,65.5
93,1,Yes,9,10,1,Not Placed,92.2
113,6,Yes,10,10,5,Placed,60.9
105,7,Yes,0,10,2,Not Placed,50.7
108,5,No,7,1,5,Not Placed,63.4
105,3,No,6,2,5,Not Placed,59.6
124,6,Yes,1,1,1,Not Placed,75.4
103,7,Yes,1,3,0,Not Placed,60.2
94,10,No,4,1,1,Not Placed,88.2
86,10,No,3,10,5,Not Placed,62.1
103,9,No,3,5,4,Not Placed,85.3
63,7,No,8,10,0,Not Placed,78.9
97,3,No,10,6,5,Not Placed,99.3
96,1,No,0,1,2,Not Placed,100
79,7,No,9,1,4,Not Placed,93.5
86,8,Yes,8,4,2,Not Placed,88
112,1,No,2,4,5,Not Placed,69.3
103,5,No,7,8,3,Placed,87.7
101,8,No,4,10,4,Placed,97.8
104,10,No,9,7,1,Not Placed,51.2
101,7,No,2,7,2,Not Placed,76.9
118,2,No,8,9,1,Not Placed,60.9
101,4,No,8,8,5,Placed,77.9
78,6,Yes,7,3,0,Not Placed,73.3
124,7,No,2,4,2,Not Placed,78.8
105,7,Yes,2,8,2,Placed,77.5
91,3,No,9,5,0,Not Placed,98
81,8,Yes,10,5,0,Not Placed,77.6
105,7,No,9,8,0,Not Placed,92.3
98,4,Yes,2,8,5,Not Placed,66
123,10,Yes,10,6,0,Not Placed,71.9
94,4,Yes,5,9,3,Not Placed,73.5
87,4,No,1,4,2,Not Placed,63.9
113,5,No,8,10,5,Placed,69
113,2,Yes,1,1,5,Placed,79.9
102,9,Yes,9,10,3,Placed,79
110,6,Yes,7,2,3,Not Placed,81.8
99,8,Yes,9,1,1,Not Placed,67.6
103,1,No,3,4,2,Not Placed,65.8
117,6,Yes,3,9,2,Placed,80.6
109,6,No,4,6,5,Not Placed,56.6
97,8,Yes,0,6,2,Not Placed,62.7
120,1,No,3,6,2,Not Placed,52.1
64,5,Yes,5,1,0,Not Placed,53.6
130,3,No,9,1,4,Not Placed,62.2
74,6,No,1,3,1,Not Placed,51
90,9,Yes,10,5,1,Not Placed,62.3
99,10,Yes,2,2,0,Not Placed,82.7
97,3,Yes,10,1,3,Not Placed,53.1
115,9,No,3,9,4,Placed,71.8
84,9,Yes,2,1,1,Not Placed,95.7
103,1,No,8,4,3,Not Placed,89.6
91,2,No,5,9,2,Not Placed,65.3
104,4,No,10,10,5,Placed,96.2
99,7,No,4,2,4,Not Placed,66.5
101,2,Yes,4,10,4,Not Placed,53.6
91,7,No,1,3,5,Not Placed,99.7
92,5,No,8,4,2,Not Placed,93.5
104,10,No,1,2,1,Not Placed,73.3
114,7,No,4,2,4,Placed,83.3
91,9,No,6,6,0,Not Placed,83.6
86,9,No,2,10,0,Not Placed,59.7
109,3,No,7,5,0,Not Placed,60
99,3,No,4,5,5,Not Placed,73.5
112,7,No,9,9,4,Placed,95.6
86,5,No,2,7,1,Not Placed,50.5
73,5,No,2,9,5,Placed,89.1
92,5,No,2,1,3,Not Placed,52.9
88,9,Yes,10,2,1,Not Placed,73.9
98,4,No,2,5,3,Not Placed,81.9
90,6,Yes,3,10,4,Placed,84.3
111,6,No,9,7,2,Not Placed,52.9
95,7,Yes,0,8,3,Not Placed,70.9
102,2,No,2,7,3,Not Placed,79.2
102,6,Yes,9,9,1,Not Placed,53.3
102,9,No,9,3,4,Not Placed,56.8
99,3,Yes,4,5,1,Not Placed,83.2
107,2,No,7,6,4,Not Placed,76.1
88,8,No,7,10,3,Not Placed,58.1
120,1,No,8,7,2,Placed,76.8
96,8,Yes,8,7,5,Not Placed,95.6
80,5,No,5,4,4,Not Placed,50.8
102,9,No,9,1,3,Not Placed,82.1
87,9,Yes,6,8,5,Not Placed,53.7
109,4,No,10,10,5,Not Placed,50.3
133,1,Yes,3,1,2,Not Placed,57.5
88,5,No,2,1,1,Not Placed,71.1
104,7,Yes,10,9,1,Not Placed,90.1
73,9,Yes,2,10,4,Not Placed,64.1
106,10,Yes,1,10,4,Not Placed,81.3
86,9,No,7,3,4,Not Placed,70.6
90,9,No,6,9,1,Not Placed,61.7
83,6,No,7,10,4,Placed,75.7
110,2,No,5,10,3,Placed,89.9
115,5,Yes,9,1,5,Placed,91.6
100,3,Yes,9,7,0,Not Placed,92.3
87,6,No,4,5,0,Not Placed,66.9
123,5,No,0,4,4,Placed,89.7
88,10,No,7,5,3,Not Placed,60.6
67,1,No,1,1,3,Not Placed,86.9
106,10,No,0,10,3,Placed,97.4
83,10,Yes,8,7,5,Not Placed,50.7
114,2,Yes,10,2,2,Not Placed,72
94,5,No,10,9,5,Placed,82.4
109,6,Yes,7,5,3,Not Placed,85.1
121,1,Yes,10,5,1,Not Placed,58.8
81,7,Yes,8,3,1,Not Placed,98.6
91,3,Yes,4,10,3,Placed,80.8
98,1,No,2,2,0,Not Placed,58.2
123,7,No,10,8,2,Placed,51
90,7,No,7,9,5,Placed,89.2
91,10,No,3,3,1,Not Placed,54
107,3,No,0,8,1,Not Placed,57.1
91,6,No,8,6,1,Not Placed,78.7
102,4,No,10,9,5,Placed,80.2
76,4,Yes,3,10,2,Not Placed,84.3
133,9,Yes,1,4,3,Not Placed,69.7
79,7,Yes,9,3,2,Not Placed,88.7
95,6,No,2,7,3,Not Placed,98.7
99,9,Yes,5,1,4,Not Placed,63.6
